order_id,payment_type,payment_installments,payment_value
ord_003850,credit_card,1,59.77
ord_003851,credit_card,2,61.3
ord_003852,credit_card,1,153.14
ord_003853,credit_card,1,661.99
ord_003854,credit_card,4,757.43
ord_003855,debit_card,1,400.49
ord_003856,credit_card,6,1286.47
ord_003857,boleto,1,141.81
ord_003858,boleto,1,351.21
ord_003859,voucher,1,126.28
ord_003860,credit_card,5,533.8
ord_003861,debit_card,1,551.4
ord_003862,credit_card,2,194.39
ord_003863,boleto,1,1731.24
ord_003864,credit_card,6,886.9
ord_003865,credit_card,1,255.81
ord_003866,boleto,1,578.27
ord_003867,credit_card,6,320.24
ord_003868,credit_card,10,49.46
ord_003869,credit_card,1,1016.83
ord_003870,voucher,1,762.87
ord_003871,voucher,1,262.39
ord_003872,debit_card,1,456.29
ord_003873,credit_card,1,711.1
ord_003874,credit_card,3,348.3
ord_003875,credit_card,1,803.63
ord_003876,credit_card,1,217.37
ord_003877,credit_card,1,560.43
ord_003878,credit_card,5,2307.92
ord_003879,boleto,1,187.52
ord_003880,credit_card,12,146.84
ord_003881,boleto,1,671.5
ord_003882,credit_card,6,372.94
ord_003883,boleto,1,195.02
ord_003884,credit_card,1,509.55
ord_003885,boleto,1,720.75
ord_003886,boleto,1,597.91
ord_003887,credit_card,1,85.14
ord_003888,boleto,1,638.48
ord_003889,credit_card,3,634.24
ord_003890,credit_card,1,450.63
ord_003891,credit_card,12,841.76
ord_003892,boleto,1,1657.07
ord_003893,credit_card,3,931.99
ord_003894,credit_card,6,1911.86
ord_003895,credit_card,1,866.13
ord_003896,credit_card,2,291.23
ord_003897,boleto,1,1132.13
ord_003898,debit_card,1,227.19
ord_003899,boleto,1,420.9
ord_003900,boleto,1,439.13
ord_003901,credit_card,2,193.12
ord_003902,boleto,1,160.36
ord_003903,credit_card,1,818.08
ord_003904,credit_card,12,911.68
ord_003905,boleto,1,864.64
ord_003906,voucher,1,802.54
ord_003907,credit_card,1,113.13
ord_003908,credit_card,1,437.0
ord_003909,boleto,1,564.15
ord_003910,credit_card,4,257.12
ord_003911,boleto,1,1459.89
ord_003912,credit_card,6,532.37
ord_003913,credit_card,10,551.04
ord_003914,boleto,1,182.08
ord_003915,debit_card,1,148.09
ord_003916,boleto,1,364.88
ord_003917,credit_card,1,487.3
ord_003918,boleto,1,441.11
ord_003919,boleto,1,296.79
ord_003920,credit_card,5,86.99
ord_003921,debit_card,1,541.17
ord_003922,credit_card,4,751.67
ord_003923,credit_card,4,161.97
ord_003924,credit_card,1,235.46
ord_003925,credit_card,1,602.52
ord_003926,debit_card,1,1141.33
ord_003927,credit_card,1,222.99
ord_003928,boleto,1,386.07
ord_003929,boleto,1,1400.77
ord_003930,credit_card,1,457.82
ord_003931,credit_card,1,245.94
ord_003932,credit_card,1,303.99
ord_003933,boleto,1,518.39
ord_003934,voucher,1,854.72
ord_003935,credit_card,12,730.28
ord_003936,voucher,1,698.27
ord_003937,boleto,1,328.13
ord_003938,credit_card,8,87.86
ord_003939,debit_card,1,923.33
ord_003940,credit_card,6,45.98
ord_003941,boleto,1,112.2
ord_003942,credit_card,1,586.23
ord_003943,boleto,1,1566.99
ord_003944,credit_card,1,406.55
ord_003945,credit_card,1,291.44
ord_003946,credit_card,1,136.29
ord_003947,credit_card,6,619.26
ord_003948,credit_card,6,236.96
ord_003949,debit_card,1,445.22
ord_003950,credit_card,1,423.57
ord_003951,debit_card,1,549.28
ord_003952,credit_card,2,242.25
ord_003953,debit_card,1,374.03
ord_003954,credit_card,1,689.15
ord_003955,credit_card,1,636.43
ord_003956,boleto,1,286.49
ord_003957,credit_card,1,645.41
ord_003958,boleto,1,640.87
ord_003959,credit_card,1,169.81
ord_003960,credit_card,1,651.36
ord_003961,credit_card,8,353.01
ord_003962,credit_card,3,311.48
ord_003963,voucher,1,678.95
ord_003964,boleto,1,408.64
ord_003965,credit_card,1,674.87
ord_003966,credit_card,1,542.13
ord_003967,credit_card,1,767.35
ord_003968,credit_card,8,933.81
ord_003969,boleto,1,500.8
ord_003970,boleto,1,1594.64
ord_003971,debit_card,1,624.53
ord_003972,credit_card,2,1101.66
ord_003973,boleto,1,133.27
ord_003974,boleto,1,312.35
ord_003975,credit_card,5,99.77
ord_003976,boleto,1,195.99
ord_003977,credit_card,1,349.0
ord_003978,voucher,1,367.85
ord_003979,credit_card,2,177.37
ord_003980,boleto,1,618.52
ord_003981,boleto,1,468.99
ord_003982,boleto,1,525.45
ord_003983,debit_card,1,489.35
ord_003984,boleto,1,455.84
ord_003985,boleto,1,197.72
ord_003986,boleto,1,504.17
ord_003987,credit_card,1,539.99
ord_003988,credit_card,1,97.98
ord_003989,boleto,1,143.45
ord_003990,credit_card,4,530.26
ord_003991,credit_card,3,399.29
ord_003992,credit_card,4,384.95
ord_003993,debit_card,1,371.39
ord_003994,credit_card,4,371.04
ord_003995,boleto,1,491.36
ord_003996,boleto,1,273.18
ord_003997,credit_card,8,668.01
ord_003998,credit_card,5,884.84
ord_003999,credit_card,1,337.37
ord_004000,credit_card,4,204.86
ord_004001,boleto,1,47.34
ord_004002,boleto,1,1621.8
ord_004003,boleto,1,675.87
ord_004004,boleto,1,805.91
ord_004005,credit_card,1,397.1
ord_004006,debit_card,1,385.52
ord_004007,boleto,1,1225.44
ord_004008,boleto,1,1668.39
ord_004009,credit_card,1,332.68
ord_004010,credit_card,8,280.51
ord_004011,credit_card,1,193.63
ord_004012,credit_card,8,343.05
ord_004013,credit_card,1,250.56
ord_004014,credit_card,1,633.18
ord_004015,credit_card,5,413.07
ord_004016,debit_card,1,247.98
ord_004017,credit_card,12,273.84
ord_004018,voucher,1,436.93
ord_004019,debit_card,1,224.15
ord_004020,boleto,1,574.27
ord_004021,credit_card,6,69.51
ord_004022,boleto,1,412.42
ord_004023,credit_card,10,623.81
ord_004024,voucher,1,1075.05
ord_004025,debit_card,1,393.03
ord_004026,credit_card,1,578.2
ord_004027,credit_card,3,127.47
ord_004028,boleto,1,130.07
ord_004029,credit_card,5,510.84
ord_004030,voucher,1,203.68
ord_004031,boleto,1,428.67
ord_004032,boleto,1,143.7
ord_004033,credit_card,1,545.58
ord_004034,credit_card,3,671.47
ord_004035,credit_card,1,621.26
ord_004036,boleto,1,813.75
ord_004037,boleto,1,277.66
ord_004038,voucher,1,833.99
ord_004039,credit_card,3,98.13
ord_004040,credit_card,3,137.16
ord_004041,debit_card,1,494.79
ord_004042,boleto,1,1502.17
ord_004043,credit_card,3,1908.91
ord_004044,credit_card,2,272.0
ord_004045,boleto,1,733.06
ord_004046,credit_card,1,1015.87
ord_004047,boleto,1,259.47
ord_004048,credit_card,3,526.02
ord_004049,credit_card,3,588.3
ord_004050,debit_card,1,514.98
ord_004051,boleto,1,85.19
ord_004052,credit_card,2,128.2
ord_004053,credit_card,8,615.78
ord_004054,boleto,1,96.52
ord_004055,boleto,1,539.92
ord_004056,credit_card,1,263.79
ord_004057,credit_card,2,1105.92
ord_004058,credit_card,5,487.96
ord_004059,voucher,1,398.98
ord_004060,boleto,1,594.06
ord_004061,credit_card,1,217.15
ord_004062,credit_card,1,479.76
ord_004063,credit_card,8,1286.93
ord_004064,credit_card,5,595.14
ord_004065,voucher,1,920.97
ord_004066,credit_card,1,392.52
ord_004067,voucher,1,270.11
ord_004068,boleto,1,597.44
ord_004069,voucher,1,761.33
ord_004070,credit_card,8,503.4
ord_004071,credit_card,10,86.29
ord_004072,credit_card,1,534.37
ord_004073,debit_card,1,126.08
ord_004074,boleto,1,534.02
ord_004075,credit_card,12,579.12
ord_004076,credit_card,12,393.24
ord_004077,voucher,1,374.0
ord_004078,credit_card,1,101.3
ord_004079,boleto,1,168.33
ord_004080,voucher,1,131.44
ord_004081,debit_card,1,99.03
ord_004082,credit_card,8,869.33
ord_004083,credit_card,1,760.25
ord_004084,credit_card,3,773.88
ord_004085,credit_card,6,596.78
ord_004086,credit_card,12,623.47
ord_004087,credit_card,2,381.48
ord_004088,debit_card,1,174.64
ord_004089,credit_card,6,263.88
ord_004090,credit_card,8,2085.96
ord_004091,credit_card,5,374.85
ord_004092,credit_card,10,166.61
ord_004093,debit_card,1,447.6
ord_004094,credit_card,5,566.08
ord_004095,credit_card,2,46.95
ord_004096,boleto,1,1261.04
ord_004097,boleto,1,60.59
ord_004098,credit_card,1,1050.69
ord_004099,credit_card,6,154.12
ord_004100,boleto,1,180.6
ord_004101,boleto,1,166.63
ord_004102,credit_card,1,366.02
ord_004103,credit_card,3,532.38
ord_004104,credit_card,5,427.86
ord_004105,voucher,1,422.83
ord_004106,credit_card,10,553.96
ord_004107,boleto,1,242.81
ord_004108,boleto,1,490.49
ord_004109,credit_card,12,728.24
ord_004110,credit_card,1,517.6
ord_004111,credit_card,5,745.95
ord_004112,boleto,1,187.72
ord_004113,boleto,1,475.4
ord_004114,voucher,1,60.52
ord_004115,credit_card,1,879.12
ord_004116,credit_card,1,627.22
ord_004117,credit_card,1,646.72
ord_004118,voucher,1,165.25
ord_004119,voucher,1,82.23
ord_004120,credit_card,2,481.61
ord_004121,boleto,1,548.74
ord_004122,credit_card,5,643.77
ord_004123,voucher,1,723.46
ord_004124,voucher,1,622.8
ord_004125,credit_card,5,302.0
ord_004126,credit_card,3,171.36
ord_004127,boleto,1,95.84
ord_004128,boleto,1,648.81
ord_004129,voucher,1,35.83
ord_004130,credit_card,5,636.5
ord_004131,debit_card,1,418.34
ord_004132,credit_card,2,518.8
ord_004133,boleto,1,653.56
ord_004134,debit_card,1,612.86
ord_004135,voucher,1,931.3
ord_004136,boleto,1,491.15
ord_004137,credit_card,1,322.51
ord_004138,credit_card,3,778.05
ord_004139,boleto,1,607.52
ord_004140,credit_card,2,232.31
ord_004141,credit_card,1,427.71
ord_004142,credit_card,8,477.63
ord_004143,boleto,1,565.42
ord_004144,credit_card,5,941.77
ord_004145,credit_card,4,93.1
ord_004146,debit_card,1,69.49
ord_004147,credit_card,1,296.28
ord_004148,credit_card,2,444.69
ord_004149,voucher,1,234.69
ord_004150,boleto,1,696.06
ord_004151,credit_card,1,48.68
ord_004152,boleto,1,548.54
ord_004153,boleto,1,539.73
ord_004154,boleto,1,359.58
ord_004155,boleto,1,625.78
ord_004156,debit_card,1,2071.03
ord_004157,debit_card,1,200.37
ord_004158,credit_card,2,72.43
ord_004159,debit_card,1,348.64
ord_004160,credit_card,10,378.89
ord_004161,debit_card,1,45.91
ord_004162,credit_card,1,651.32
ord_004163,credit_card,2,740.94
ord_004164,credit_card,5,191.33
ord_004165,credit_card,3,489.62
ord_004166,credit_card,5,72.03
ord_004167,credit_card,1,55.71
ord_004168,credit_card,1,173.49
ord_004169,debit_card,1,957.36
ord_004170,debit_card,1,431.96
ord_004171,boleto,1,33.1
ord_004172,debit_card,1,430.12
ord_004173,credit_card,4,408.65
ord_004174,voucher,1,367.46
ord_004175,boleto,1,564.02
ord_004176,credit_card,1,262.71
ord_004177,debit_card,1,573.58
ord_004178,voucher,1,627.99
ord_004179,credit_card,1,447.1
ord_004180,credit_card,1,578.55
ord_004181,voucher,1,257.32
ord_004182,credit_card,6,415.24
ord_004183,boleto,1,1097.5
ord_004184,boleto,1,524.93
ord_004185,credit_card,1,535.52
ord_004186,credit_card,12,937.6
ord_004187,boleto,1,94.69
ord_004188,credit_card,6,579.32
ord_004189,credit_card,1,394.76
ord_004190,credit_card,1,540.83
ord_004191,credit_card,1,654.07
ord_004192,credit_card,1,399.17
ord_004193,boleto,1,1180.45
ord_004194,credit_card,5,183.02
ord_004195,credit_card,6,407.9
ord_004196,credit_card,10,523.92
ord_004197,credit_card,3,476.35
ord_004198,voucher,1,1644.14
ord_004199,debit_card,1,404.32
ord_004200,credit_card,3,229.28
ord_004201,credit_card,3,299.48
ord_004202,debit_card,1,652.21
ord_004203,boleto,1,427.48
ord_004204,boleto,1,556.45
ord_004205,credit_card,10,839.21
ord_004206,credit_card,8,886.56
ord_004207,boleto,1,240.73
ord_004208,credit_card,1,141.07
ord_004209,credit_card,12,803.31
ord_004210,boleto,1,291.27
ord_004211,credit_card,8,522.62
ord_004212,credit_card,3,425.42
ord_004213,voucher,1,476.34
ord_004214,debit_card,1,1088.17
ord_004215,credit_card,2,541.13
ord_004216,credit_card,1,241.46
ord_004217,credit_card,2,434.42
ord_004218,debit_card,1,363.61
ord_004219,credit_card,8,705.54
ord_004220,credit_card,1,229.27
ord_004221,credit_card,1,411.64
ord_004222,credit_card,4,410.49
ord_004223,debit_card,1,156.61
ord_004224,credit_card,1,228.47
ord_004225,credit_card,10,92.37
ord_004226,debit_card,1,577.77
ord_004227,boleto,1,663.23
ord_004228,credit_card,6,901.93
ord_004229,boleto,1,394.94
ord_004230,boleto,1,260.44
ord_004231,credit_card,3,675.4
ord_004232,boleto,1,193.04
ord_004233,credit_card,3,468.85
ord_004234,credit_card,4,458.82
ord_004235,voucher,1,119.64
ord_004236,debit_card,1,496.22
ord_004237,debit_card,1,231.97
ord_004238,boleto,1,273.85
ord_004239,credit_card,5,424.21
ord_004240,credit_card,1,240.99
ord_004241,voucher,1,778.28
ord_004242,debit_card,1,141.46
ord_004243,boleto,1,84.45
ord_004244,boleto,1,117.83
ord_004245,credit_card,4,613.12
ord_004246,credit_card,8,526.65
ord_004247,credit_card,3,978.25
ord_004248,credit_card,1,802.98
ord_004249,credit_card,8,653.46
ord_004250,credit_card,3,328.81
ord_004251,credit_card,10,761.79
ord_004252,credit_card,8,93.0
ord_004253,credit_card,2,761.1
ord_004254,boleto,1,77.57
ord_004255,credit_card,2,615.24
ord_004256,credit_card,1,554.24
ord_004257,credit_card,3,328.94
ord_004258,voucher,1,625.5
ord_004259,boleto,1,616.06
ord_004260,boleto,1,592.37
ord_004261,credit_card,1,880.6
ord_004262,credit_card,6,624.68
ord_004263,boleto,1,731.02
ord_004264,credit_card,3,344.08
ord_004265,credit_card,3,560.59
ord_004266,credit_card,6,387.93
ord_004267,credit_card,6,472.68
ord_004268,credit_card,4,232.41
ord_004269,boleto,1,256.56
ord_004270,credit_card,1,151.75
ord_004271,credit_card,3,1182.05
ord_004272,credit_card,5,203.91
ord_004273,boleto,1,783.44
ord_004274,credit_card,12,447.17
ord_004275,credit_card,4,647.13
ord_004276,credit_card,2,548.84
ord_004277,voucher,1,189.86
ord_004278,credit_card,12,635.1
ord_004279,boleto,1,232.91
ord_004280,credit_card,1,811.9
ord_004281,boleto,1,1098.09
ord_004282,credit_card,12,516.8
ord_004283,credit_card,3,642.36
ord_004284,credit_card,1,810.2
ord_004285,voucher,1,140.91
ord_004286,credit_card,4,423.63
ord_004287,boleto,1,443.87
ord_004288,credit_card,8,602.75
ord_004289,credit_card,4,129.77
ord_004290,credit_card,3,431.87
ord_004291,credit_card,5,56.28
ord_004292,credit_card,1,759.98
ord_004293,boleto,1,629.75
ord_004294,credit_card,12,213.89
ord_004295,boleto,1,365.34
ord_004296,debit_card,1,675.52
ord_004297,credit_card,5,135.0
ord_004298,credit_card,4,119.52
ord_004299,boleto,1,324.84
ord_004300,credit_card,10,598.79
ord_004301,boleto,1,647.77
ord_004302,credit_card,1,502.71
ord_004303,debit_card,1,364.4
ord_004304,debit_card,1,288.56
ord_004305,credit_card,2,608.49
ord_004306,voucher,1,1144.22
ord_004307,credit_card,4,455.89
ord_004308,credit_card,2,224.39
ord_004309,boleto,1,378.02
ord_004310,boleto,1,665.08
ord_004311,debit_card,1,919.97
ord_004312,voucher,1,192.03
ord_004313,credit_card,12,411.75
ord_004314,credit_card,4,907.31
ord_004315,credit_card,4,485.54
ord_004316,credit_card,5,547.62
ord_004317,boleto,1,507.1
ord_004318,credit_card,10,258.76
ord_004319,credit_card,10,332.3
ord_004320,credit_card,1,371.79
ord_004321,credit_card,3,660.46
ord_004322,credit_card,4,217.28
ord_004323,credit_card,3,912.93
ord_004324,boleto,1,486.57
ord_004325,boleto,1,148.98
ord_004326,credit_card,2,1483.46
ord_004327,credit_card,1,96.45
ord_004328,boleto,1,329.34
ord_004329,credit_card,1,421.18
ord_004330,credit_card,6,555.26
ord_004331,credit_card,1,317.94
ord_004332,debit_card,1,306.93
ord_004333,debit_card,1,863.33
ord_004334,boleto,1,60.85
ord_004335,voucher,1,153.94
ord_004336,voucher,1,430.52
ord_004337,credit_card,2,69.97
ord_004338,credit_card,5,806.61
ord_004339,credit_card,3,372.91
ord_004340,credit_card,6,277.99
ord_004341,boleto,1,242.77
ord_004342,credit_card,2,626.19
ord_004343,boleto,1,669.37
ord_004344,boleto,1,195.82
ord_004345,debit_card,1,619.53
ord_004346,credit_card,5,1328.91
ord_004347,boleto,1,594.18
ord_004348,credit_card,1,275.37
ord_004349,boleto,1,462.76
ord_004350,voucher,1,769.92
ord_004351,boleto,1,1515.76
ord_004352,boleto,1,528.95
ord_004353,debit_card,1,1753.32
ord_004354,boleto,1,957.55
ord_004355,boleto,1,1100.45
ord_004356,credit_card,6,369.63
ord_004357,boleto,1,287.75
ord_004358,credit_card,1,676.69
ord_004359,voucher,1,142.7
ord_004360,credit_card,1,153.65
ord_004361,credit_card,1,398.85
ord_004362,voucher,1,883.03
ord_004363,credit_card,1,804.3
ord_004364,credit_card,1,432.99
ord_004365,credit_card,1,99.05
ord_004366,boleto,1,1185.44
ord_004367,voucher,1,792.15
ord_004368,credit_card,2,994.67
ord_004369,boleto,1,675.7
ord_004370,credit_card,12,596.63
ord_004371,credit_card,3,624.64
ord_004372,credit_card,1,853.18
ord_004373,credit_card,4,1851.02
ord_004374,credit_card,8,522.06
ord_004375,credit_card,3,265.41
ord_004376,boleto,1,78.58
ord_004377,voucher,1,654.26
ord_004378,credit_card,6,281.22
ord_004379,boleto,1,126.91
ord_004380,boleto,1,101.1
ord_004381,credit_card,5,1031.93
ord_004382,credit_card,5,124.98
ord_004383,boleto,1,467.35
ord_004384,credit_card,2,631.86
ord_004385,debit_card,1,94.3
ord_004386,credit_card,2,180.98
ord_004387,credit_card,2,236.82
ord_004388,debit_card,1,1164.76
ord_004389,credit_card,1,45.22
ord_004390,boleto,1,1035.7
ord_004391,credit_card,10,121.14
ord_004392,voucher,1,149.5
ord_004393,credit_card,3,1428.62
ord_004394,boleto,1,631.77
ord_004395,boleto,1,174.71
ord_004396,boleto,1,523.91
ord_004397,boleto,1,1245.83
ord_004398,boleto,1,537.92
ord_004399,boleto,1,452.25
ord_004400,credit_card,1,918.94
ord_004401,credit_card,4,645.42
ord_004402,boleto,1,843.46
ord_004403,debit_card,1,1421.37
ord_004404,boleto,1,73.33
ord_004405,boleto,1,569.75
ord_004406,boleto,1,1274.75
ord_004407,credit_card,1,600.22
ord_004408,credit_card,8,323.38
ord_004409,voucher,1,49.53
ord_004410,boleto,1,860.53
ord_004411,credit_card,1,749.36
ord_004412,voucher,1,129.93
ord_004413,boleto,1,159.1
ord_004414,boleto,1,547.25
ord_004415,credit_card,2,90.3
ord_004416,credit_card,4,576.18
ord_004417,credit_card,10,329.81
ord_004418,credit_card,5,865.34
ord_004419,debit_card,1,229.65
ord_004420,credit_card,1,750.87
ord_004421,boleto,1,475.66
ord_004422,voucher,1,1190.25
ord_004423,credit_card,1,658.99
ord_004424,boleto,1,333.31
ord_004425,voucher,1,418.73
ord_004426,credit_card,2,553.96
ord_004427,credit_card,2,688.77
ord_004428,debit_card,1,454.84
ord_004429,boleto,1,35.23
ord_004430,credit_card,1,247.89
ord_004431,credit_card,12,1061.58
ord_004432,boleto,1,640.56
ord_004433,credit_card,3,436.61
ord_004434,debit_card,1,356.42
ord_004435,debit_card,1,1074.65
ord_004436,boleto,1,502.6
ord_004437,boleto,1,650.45
ord_004438,credit_card,10,2007.21
ord_004439,boleto,1,269.21
ord_004440,debit_card,1,604.81
ord_004441,boleto,1,88.67
ord_004442,credit_card,2,581.65
ord_004443,debit_card,1,517.31
ord_004444,credit_card,1,468.45
ord_004445,credit_card,5,375.52
ord_004446,boleto,1,120.21
ord_004447,credit_card,1,190.74
ord_004448,credit_card,5,331.89
ord_004449,voucher,1,596.61
ord_004450,boleto,1,1200.8
ord_004451,boleto,1,641.34
ord_004452,credit_card,3,205.26
ord_004453,credit_card,2,648.6
ord_004454,boleto,1,650.45
ord_004455,credit_card,12,1170.24
ord_004456,debit_card,1,450.34
ord_004457,credit_card,1,448.74
ord_004458,debit_card,1,270.17
ord_004459,boleto,1,82.25
ord_004460,credit_card,3,602.4
ord_004461,credit_card,3,967.43
ord_004462,boleto,1,66.03
ord_004463,boleto,1,641.21
ord_004464,debit_card,1,1303.3
ord_004465,credit_card,6,634.72
ord_004466,credit_card,1,750.04
ord_004467,boleto,1,1113.82
ord_004468,credit_card,10,462.78
ord_004469,credit_card,1,275.05
ord_004470,debit_card,1,676.58
ord_004471,debit_card,1,887.37
ord_004472,debit_card,1,322.05
ord_004473,credit_card,1,1248.0
ord_004474,credit_card,5,658.15
ord_004475,credit_card,1,298.42
ord_004476,debit_card,1,113.74
ord_004477,credit_card,3,218.61
ord_004478,boleto,1,658.35
ord_004479,credit_card,4,215.99
ord_004480,voucher,1,515.8
ord_004481,debit_card,1,1107.02
ord_004482,credit_card,1,336.02
ord_004483,boleto,1,198.5
ord_004484,credit_card,1,47.38
ord_004485,credit_card,4,296.26
ord_004486,credit_card,10,600.22
ord_004487,debit_card,1,468.38
ord_004488,credit_card,1,53.97
ord_004489,credit_card,1,515.95
ord_004490,credit_card,3,1141.97
ord_004491,boleto,1,116.12
ord_004492,boleto,1,579.51
ord_004493,voucher,1,307.43
ord_004494,credit_card,3,245.82
ord_004495,credit_card,8,469.76
ord_004496,credit_card,12,394.98
ord_004497,debit_card,1,112.43
ord_004498,boleto,1,697.65
ord_004499,credit_card,8,226.09
ord_004500,credit_card,1,256.66
ord_004501,credit_card,2,640.54
ord_004502,boleto,1,1822.75
ord_004503,credit_card,10,440.9
ord_004504,boleto,1,384.99
ord_004505,credit_card,1,383.57
ord_004506,boleto,1,172.32
ord_004507,credit_card,2,441.92
ord_004508,credit_card,12,529.52
ord_004509,credit_card,3,660.59
ord_004510,credit_card,6,198.49
ord_004511,boleto,1,679.68
ord_004512,boleto,1,1483.32
ord_004513,credit_card,1,444.64
ord_004514,credit_card,6,197.82
ord_004515,credit_card,4,1168.77
ord_004516,credit_card,1,273.0
ord_004517,voucher,1,137.49
ord_004518,credit_card,10,616.91
ord_004519,credit_card,1,579.99
ord_004520,credit_card,1,128.89
ord_004521,debit_card,1,2146.75
ord_004522,credit_card,5,760.45
ord_004523,boleto,1,880.72
ord_004524,boleto,1,241.84
ord_004525,voucher,1,648.86
ord_004526,credit_card,5,1230.94
ord_004527,debit_card,1,266.95
ord_004528,debit_card,1,1075.37
ord_004529,boleto,1,982.13
ord_004530,credit_card,1,311.08
ord_004531,boleto,1,584.38
ord_004532,debit_card,1,136.94
ord_004533,voucher,1,1073.0
ord_004534,boleto,1,1061.82
ord_004535,credit_card,1,77.48
ord_004536,boleto,1,308.76
ord_004537,credit_card,1,542.65
ord_004538,boleto,1,161.12
ord_004539,boleto,1,983.22
ord_004540,debit_card,1,533.01
ord_004541,credit_card,1,749.92
ord_004542,boleto,1,288.6
ord_004543,credit_card,8,620.26
ord_004544,credit_card,3,491.53
ord_004545,boleto,1,567.62
ord_004546,credit_card,1,1066.72
ord_004547,credit_card,1,627.7
ord_004548,boleto,1,391.0
ord_004549,debit_card,1,968.71
ord_004550,credit_card,1,81.98
ord_004551,credit_card,1,842.67
ord_004552,boleto,1,1077.43
ord_004553,credit_card,5,526.42
ord_004554,credit_card,1,350.5
ord_004555,debit_card,1,578.0
ord_004556,credit_card,1,428.57
ord_004557,voucher,1,347.76
ord_004558,credit_card,3,1823.3
ord_004559,credit_card,4,822.91
ord_004560,boleto,1,216.77
ord_004561,boleto,1,150.96
ord_004562,credit_card,1,111.43
ord_004563,credit_card,10,801.01
ord_004564,credit_card,6,616.34
ord_004565,credit_card,8,415.32
ord_004566,credit_card,3,350.77
ord_004567,credit_card,6,528.98
ord_004568,credit_card,4,135.76
ord_004569,boleto,1,345.47
ord_004570,credit_card,3,686.41
ord_004571,credit_card,2,377.47
ord_004572,credit_card,6,469.17
ord_004573,voucher,1,515.94
ord_004574,voucher,1,801.63
ord_004575,boleto,1,301.84
ord_004576,credit_card,12,1111.59
ord_004577,credit_card,3,260.06
ord_004578,boleto,1,246.81
ord_004579,debit_card,1,89.29
ord_004580,credit_card,2,653.83
ord_004581,debit_card,1,88.95
ord_004582,credit_card,8,1096.73
ord_004583,credit_card,3,755.28
ord_004584,credit_card,1,405.81
ord_004585,credit_card,6,1114.96
ord_004586,boleto,1,1526.42
ord_004587,credit_card,5,140.83
ord_004588,credit_card,1,119.57
ord_004589,credit_card,5,965.03
ord_004590,boleto,1,121.37
ord_004591,credit_card,5,172.68
ord_004592,credit_card,12,890.01
ord_004593,boleto,1,203.05
ord_004594,credit_card,6,1081.58
ord_004595,credit_card,1,799.34
ord_004596,debit_card,1,627.9
ord_004597,credit_card,4,1703.87
ord_004598,credit_card,2,405.81
ord_004599,credit_card,5,40.7
ord_004600,boleto,1,161.54
ord_004601,boleto,1,761.49
ord_004602,credit_card,3,668.41
ord_004603,boleto,1,801.36
ord_004604,boleto,1,1073.26
ord_004605,boleto,1,616.01
ord_004606,debit_card,1,502.82
ord_004607,boleto,1,543.96
ord_004608,debit_card,1,106.07
ord_004609,credit_card,1,59.57
ord_004610,boleto,1,982.33
ord_004611,debit_card,1,202.8
ord_004612,boleto,1,361.0
ord_004613,debit_card,1,574.53
ord_004614,boleto,1,1355.02
ord_004615,credit_card,2,534.94
ord_004616,credit_card,1,231.01
ord_004617,credit_card,6,335.98
ord_004618,credit_card,2,450.34
ord_004619,credit_card,1,1142.38
ord_004620,credit_card,2,363.94
ord_004621,boleto,1,233.06
ord_004622,debit_card,1,539.39
ord_004623,boleto,1,176.59
ord_004624,debit_card,1,516.11
ord_004625,credit_card,3,1566.59
ord_004626,debit_card,1,304.34
ord_004627,credit_card,8,446.46
ord_004628,credit_card,1,821.07
ord_004629,voucher,1,713.71
ord_004630,voucher,1,133.2
ord_004631,boleto,1,667.01
ord_004632,voucher,1,121.67
ord_004633,debit_card,1,119.2
ord_004634,credit_card,1,303.73
ord_004635,debit_card,1,1222.87
ord_004636,debit_card,1,616.49
ord_004637,voucher,1,477.86
ord_004638,credit_card,1,1169.59
ord_004639,boleto,1,155.29
ord_004640,credit_card,1,271.79
ord_004641,credit_card,8,538.98
ord_004642,credit_card,2,242.6
ord_004643,credit_card,5,102.81
ord_004644,credit_card,1,623.35
ord_004645,credit_card,1,475.9
ord_004646,credit_card,8,439.45
ord_004647,credit_card,5,1215.22
ord_004648,voucher,1,141.18
ord_004649,boleto,1,1358.58
ord_004650,credit_card,8,398.62
ord_004651,boleto,1,1070.78
ord_004652,credit_card,4,241.67
ord_004653,debit_card,1,99.56
ord_004654,boleto,1,644.79
ord_004655,credit_card,3,499.37
ord_004656,credit_card,5,489.45
ord_004657,boleto,1,67.19
ord_004658,credit_card,2,293.41
ord_004659,credit_card,1,324.88
ord_004660,debit_card,1,259.23
ord_004661,voucher,1,1260.6
ord_004662,debit_card,1,333.36
ord_004663,credit_card,1,489.93
ord_004664,boleto,1,453.38
ord_004665,boleto,1,940.12
ord_004666,credit_card,2,545.24
ord_004667,credit_card,1,533.75
ord_004668,boleto,1,1793.02
ord_004669,credit_card,2,283.74
ord_004670,credit_card,2,623.81
ord_004671,credit_card,1,584.6
ord_004672,boleto,1,486.58
ord_004673,credit_card,1,430.99
ord_004674,credit_card,4,923.32
ord_004675,debit_card,1,864.88
ord_004676,boleto,1,53.07
ord_004677,boleto,1,444.4
ord_004678,credit_card,4,302.93
ord_004679,boleto,1,235.29
ord_004680,credit_card,1,908.68
ord_004681,boleto,1,425.54
ord_004682,boleto,1,218.38
ord_004683,credit_card,1,1435.74
