order_id,customer_id,order_status,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,customer_state,review_score
ord_003525,cust_03596,delivered,2017-09-25 12:06:00,2017-10-13 12:06:00,2017-10-15 12:06:00,MG,2
ord_003526,cust_05848,delivered,2018-08-31 09:21:00,2018-09-03 09:21:00,2018-09-07 09:21:00,PR,4
ord_003527,cust_05017,delivered,2017-07-15 11:51:00,2017-07-27 11:51:00,2017-07-27 11:51:00,RS,5
ord_003528,cust_03082,delivered,2017-01-21 07:19:00,2017-01-24 07:19:00,2017-01-28 07:19:00,SP,5
ord_003529,cust_00581,canceled,2017-08-05 12:20:00,,2017-08-22 12:20:00,PR,
ord_003530,cust_04844,delivered,2017-03-14 22:29:00,2017-03-29 22:29:00,2017-04-03 22:29:00,SP,5
ord_003531,cust_03900,delivered,2017-08-28 13:40:00,2017-09-08 13:40:00,2017-09-04 13:40:00,DF,4
ord_003532,cust_05339,delivered,2018-04-27 11:00:00,2018-05-11 11:00:00,2018-05-15 11:00:00,GO,4
ord_003533,cust_06092,delivered,2018-07-12 00:06:00,2018-07-19 00:06:00,2018-07-17 00:06:00,PE,1
ord_003534,cust_01226,delivered,2017-05-16 16:10:00,2017-06-03 16:10:00,2017-06-05 16:10:00,BA,2
ord_003535,cust_04473,delivered,2018-01-23 14:50:00,2018-02-14 14:50:00,2018-02-07 14:50:00,PA,1
ord_003536,cust_00900,delivered,2017-11-09 07:50:00,2017-11-23 07:50:00,2017-11-22 07:50:00,SP,1
ord_003537,cust_03122,delivered,2017-05-19 20:58:00,2017-05-30 20:58:00,2017-05-25 20:58:00,SP,5
ord_003538,cust_00161,delivered,2017-06-09 18:16:00,2017-06-23 18:16:00,2017-06-19 18:16:00,PE,5
ord_003539,cust_01283,delivered,2017-03-27 19:42:00,2017-04-14 19:42:00,2017-04-06 19:42:00,PA,1
ord_003540,cust_01397,delivered,2017-09-15 15:08:00,2017-10-01 15:08:00,2017-10-01 15:08:00,SP,5
ord_003541,cust_01023,delivered,2017-07-18 09:09:00,2017-08-07 09:09:00,2017-08-09 09:09:00,ES,5
ord_003542,cust_05996,delivered,2018-04-19 11:33:00,2018-05-06 11:33:00,2018-04-30 11:33:00,DF,1
ord_003543,cust_02451,delivered,2017-08-24 02:37:00,2017-09-01 02:37:00,2017-08-29 02:37:00,RS,4
ord_003544,cust_05808,delivered,2018-03-21 21:19:00,2018-04-03 21:19:00,2018-03-29 21:19:00,RS,2
ord_003545,cust_04877,delivered,2017-09-21 23:20:00,2017-09-26 23:20:00,2017-09-26 23:20:00,SP,3
ord_003546,cust_05635,delivered,2018-04-07 08:12:00,2018-04-21 08:12:00,2018-04-15 08:12:00,GO,2
ord_003547,cust_01421,delivered,2018-01-22 12:20:00,2018-02-05 12:20:00,2018-01-31 12:20:00,DF,5
ord_003548,cust_05640,canceled,2017-10-09 15:12:00,,2017-10-19 15:12:00,SP,
ord_003549,cust_02673,delivered,2018-07-31 11:57:00,2018-08-03 11:57:00,2018-08-05 11:57:00,BA,5
ord_003550,cust_02727,delivered,2017-08-12 12:26:00,2017-08-18 12:26:00,2017-08-21 12:26:00,SC,5
ord_003551,cust_01218,canceled,2017-08-15 19:39:00,,2017-09-01 19:39:00,PR,
ord_003552,cust_00065,delivered,2017-11-15 20:07:00,2017-11-25 20:07:00,2017-11-20 20:07:00,SP,3
ord_003553,cust_04993,delivered,2018-07-16 07:22:00,2018-07-26 07:22:00,2018-07-25 07:22:00,SP,4
ord_003554,cust_05223,delivered,2018-01-13 20:52:00,2018-01-18 20:52:00,2018-01-18 20:52:00,RJ,5
ord_003555,cust_04560,delivered,2017-03-05 02:37:00,2017-03-18 02:37:00,2017-03-23 02:37:00,GO,5
ord_003556,cust_02751,delivered,2017-10-24 09:41:00,2017-11-06 09:41:00,2017-11-11 09:41:00,RJ,5
ord_003557,cust_00822,delivered,2017-09-10 07:03:00,2017-09-21 07:03:00,2017-09-17 07:03:00,SP,2
ord_003558,cust_01523,delivered,2017-10-26 09:14:00,2017-11-03 09:14:00,2017-10-31 09:14:00,RJ,2
ord_003559,cust_05962,canceled,2017-03-06 12:19:00,,2017-03-26 12:19:00,MG,
ord_003560,cust_04163,delivered,2018-05-11 18:10:00,2018-05-28 18:10:00,2018-05-24 18:10:00,PB,2
ord_003561,cust_02357,delivered,2017-10-30 01:41:00,2017-11-19 01:41:00,2017-11-24 01:41:00,SP,3
ord_003562,cust_03876,delivered,2017-11-26 18:23:00,2017-12-05 18:23:00,2017-12-01 18:23:00,RJ,1
ord_003563,cust_06095,delivered,2017-06-30 19:13:00,2017-07-08 19:13:00,2017-07-10 19:13:00,RJ,5
ord_003564,cust_03024,delivered,2017-07-31 13:52:00,2017-08-14 13:52:00,2017-08-18 13:52:00,RJ,5
ord_003565,cust_01007,delivered,2017-04-08 17:07:00,2017-04-18 17:07:00,2017-04-16 17:07:00,SP,4
ord_003566,cust_05177,delivered,2017-12-11 07:27:00,2017-12-22 07:27:00,2017-12-19 07:27:00,SP,2
ord_003567,cust_05604,delivered,2017-08-09 11:44:00,2017-08-24 11:44:00,2017-08-28 11:44:00,CE,5
ord_003568,cust_02298,delivered,2017-07-26 19:27:00,2017-07-29 19:27:00,2017-07-31 19:27:00,SP,5
ord_003569,cust_04574,delivered,2018-04-29 13:06:00,2018-05-17 13:06:00,2018-05-15 13:06:00,SP,3
ord_003570,cust_05603,delivered,2017-05-12 23:34:00,2017-05-24 23:34:00,2017-05-23 23:34:00,MT,3
ord_003571,cust_01683,delivered,2017-03-27 08:24:00,2017-04-05 08:24:00,2017-04-05 08:24:00,SP,3
ord_003572,cust_00338,delivered,2017-01-11 16:48:00,2017-01-22 16:48:00,2017-01-24 16:48:00,RJ,3
ord_003573,cust_05399,canceled,2017-12-29 12:12:00,,2018-01-22 12:12:00,SP,
ord_003574,cust_05583,canceled,2017-10-05 11:55:00,,2017-10-24 11:55:00,SP,
ord_003575,cust_02404,delivered,2017-12-21 19:32:00,2018-01-09 19:32:00,2018-01-02 19:32:00,PA,3
ord_003576,cust_00325,delivered,2017-12-28 13:32:00,2017-12-31 13:32:00,2018-01-05 13:32:00,SP,1
ord_003577,cust_05890,delivered,2018-03-14 12:59:00,2018-04-12 12:59:00,2018-04-17 12:59:00,TO,5
ord_003578,cust_03356,delivered,2017-08-03 09:48:00,2017-08-15 09:48:00,2017-08-08 09:48:00,RJ,1
ord_003579,cust_06164,delivered,2017-07-20 14:33:00,2017-08-03 14:33:00,2017-08-03 14:33:00,ES,5
ord_003580,cust_01272,delivered,2018-06-10 13:24:00,2018-06-26 13:24:00,2018-06-23 13:24:00,SP,1
ord_003581,cust_00665,delivered,2018-06-03 14:51:00,2018-06-09 14:51:00,2018-06-13 14:51:00,MG,1
ord_003582,cust_04189,delivered,2018-06-17 13:28:00,2018-07-01 13:28:00,2018-07-04 13:28:00,SP,3
ord_003583,cust_04246,delivered,2017-06-22 13:58:00,2017-07-02 13:58:00,2017-06-27 13:58:00,RS,2
ord_003584,cust_01689,delivered,2018-04-17 20:36:00,2018-05-03 20:36:00,2018-05-06 20:36:00,SP,5
ord_003585,cust_02823,canceled,2017-09-10 21:27:00,,2017-09-24 21:27:00,RJ,
ord_003586,cust_00903,delivered,2017-04-23 13:30:00,2017-04-26 13:30:00,2017-04-28 13:30:00,RJ,4
ord_003587,cust_00995,canceled,2017-12-08 01:12:00,,2018-01-02 01:12:00,SP,
ord_003588,cust_03652,delivered,2017-10-30 12:20:00,2017-11-10 12:20:00,2017-11-13 12:20:00,SP,5
ord_003589,cust_01449,delivered,2017-05-11 20:57:00,2017-05-19 20:57:00,2017-05-17 20:57:00,SP,4
ord_003590,cust_03406,delivered,2018-03-05 15:58:00,2018-03-19 15:58:00,2018-03-16 15:58:00,SP,1
ord_003591,cust_02780,delivered,2018-06-16 19:59:00,2018-06-30 19:59:00,2018-07-01 19:59:00,BA,5
ord_003592,cust_05085,delivered,2018-03-08 19:23:00,2018-03-16 19:23:00,2018-03-13 19:23:00,MS,3
ord_003593,cust_05571,delivered,2017-09-20 11:06:00,2017-09-28 11:06:00,2017-09-25 11:06:00,MG,1
ord_003594,cust_01523,delivered,2017-02-26 20:13:00,2017-03-14 20:13:00,2017-03-10 20:13:00,TO,2
ord_003595,cust_05979,delivered,2017-02-24 10:42:00,2017-03-03 10:42:00,2017-03-04 10:42:00,MA,5
ord_003596,cust_02494,delivered,2018-05-28 15:46:00,2018-06-13 15:46:00,2018-06-13 15:46:00,RJ,5
ord_003597,cust_04928,delivered,2018-03-03 07:55:00,2018-03-13 07:55:00,2018-03-09 07:55:00,ES,3
ord_003598,cust_02902,delivered,2018-07-06 19:54:00,2018-07-09 19:54:00,2018-07-11 19:54:00,SP,3
ord_003599,cust_00171,delivered,2018-01-30 21:21:00,2018-02-09 21:21:00,2018-02-14 21:21:00,SP,5
ord_003600,cust_01826,delivered,2017-07-02 19:18:00,2017-07-08 19:18:00,2017-07-13 19:18:00,SP,5
ord_003601,cust_00248,canceled,2018-08-04 09:45:00,,2018-08-24 09:45:00,MG,
ord_003602,cust_01175,delivered,2018-08-05 13:31:00,2018-08-08 13:31:00,2018-08-10 13:31:00,PR,5
ord_003603,cust_05135,delivered,2017-11-08 14:53:00,2017-11-13 14:53:00,2017-11-13 14:53:00,SP,4
ord_003604,cust_00348,delivered,2017-01-31 19:17:00,2017-02-12 19:17:00,2017-02-17 19:17:00,SP,4
ord_003605,cust_00635,delivered,2017-06-02 11:18:00,2017-06-20 11:18:00,2017-06-13 11:18:00,SP,4
ord_003606,cust_03934,delivered,2018-04-26 15:59:00,2018-05-09 15:59:00,2018-05-10 15:59:00,DF,5
ord_003607,cust_04439,delivered,2017-03-24 16:57:00,2017-04-01 16:57:00,2017-04-01 16:57:00,BA,5
ord_003608,cust_05186,delivered,2018-02-10 12:30:00,2018-02-24 12:30:00,2018-03-01 12:30:00,SP,5
ord_003609,cust_01007,delivered,2018-08-13 14:12:00,2018-08-22 14:12:00,2018-08-18 14:12:00,SP,1
ord_003610,cust_01040,delivered,2018-03-26 14:27:00,2018-04-03 14:27:00,2018-04-04 14:27:00,SP,4
ord_003611,cust_05729,delivered,2017-08-13 15:31:00,2017-08-19 15:31:00,2017-08-18 15:31:00,AL,3
ord_003612,cust_02226,delivered,2017-07-18 16:00:00,2017-07-21 16:00:00,2017-07-24 16:00:00,RS,4
ord_003613,cust_03006,delivered,2018-05-18 14:50:00,2018-05-28 14:50:00,2018-05-23 14:50:00,RJ,1
ord_003614,cust_06121,delivered,2017-10-22 10:58:00,2017-11-03 10:58:00,2017-11-06 10:58:00,PB,4
ord_003615,cust_02506,delivered,2018-01-18 17:00:00,2018-01-29 17:00:00,2018-01-29 17:00:00,BA,4
ord_003616,cust_04670,delivered,2018-03-11 12:09:00,2018-03-20 12:09:00,2018-03-18 12:09:00,SP,5
ord_003617,cust_00486,delivered,2017-03-13 07:09:00,2017-03-20 07:09:00,2017-03-18 07:09:00,MG,3
ord_003618,cust_04897,delivered,2018-02-03 15:38:00,2018-02-18 15:38:00,2018-02-11 15:38:00,RS,3
ord_003619,cust_04197,delivered,2018-02-13 14:50:00,2018-02-18 14:50:00,2018-02-22 14:50:00,SP,5
ord_003620,cust_05201,delivered,2017-08-30 13:31:00,2017-09-14 13:31:00,2017-09-17 13:31:00,RS,5
ord_003621,cust_03308,delivered,2017-07-21 21:59:00,2017-07-27 21:59:00,2017-07-26 21:59:00,SP,2
ord_003622,cust_00722,delivered,2018-04-06 12:29:00,2018-04-14 12:29:00,2018-04-11 12:29:00,CE,4
ord_003623,cust_03949,delivered,2017-03-11 23:02:00,2017-03-15 23:02:00,2017-03-16 23:02:00,SP,3
ord_003624,cust_00961,delivered,2017-08-30 10:17:00,2017-09-08 10:17:00,2017-09-06 10:17:00,SP,4
ord_003625,cust_05030,delivered,2018-02-23 17:05:00,2018-03-11 17:05:00,2018-03-16 17:05:00,MG,5
ord_003626,cust_04910,delivered,2018-05-03 17:51:00,2018-05-17 17:51:00,2018-05-17 17:51:00,MG,4
ord_003627,cust_05311,canceled,2017-12-30 14:55:00,,2018-01-22 14:55:00,SC,
ord_003628,cust_05712,delivered,2017-11-17 16:59:00,2017-12-03 16:59:00,2017-11-29 16:59:00,PI,3
ord_003629,cust_02238,delivered,2017-10-21 21:20:00,2017-11-04 21:20:00,2017-11-05 21:20:00,SP,5
ord_003630,cust_05210,delivered,2017-05-26 09:09:00,2017-06-01 09:09:00,2017-05-31 09:09:00,RJ,1
ord_003631,cust_03770,delivered,2017-03-03 19:30:00,2017-03-13 19:30:00,2017-03-09 19:30:00,BA,5
ord_003632,cust_05667,delivered,2017-11-23 08:22:00,2017-12-01 08:22:00,2017-11-28 08:22:00,SP,2
ord_003633,cust_00307,delivered,2017-01-07 06:25:00,2017-01-25 06:25:00,2017-01-21 06:25:00,MG,2
ord_003634,cust_04656,delivered,2018-08-23 20:10:00,2018-08-29 20:10:00,2018-08-30 20:10:00,SP,3
ord_003635,cust_02487,delivered,2018-07-03 23:19:00,2018-07-19 23:19:00,2018-07-15 23:19:00,BA,2
ord_003636,cust_00648,canceled,2018-08-21 11:58:00,,2018-09-13 11:58:00,SP,
ord_003637,cust_03368,delivered,2017-03-07 18:33:00,2017-04-05 18:33:00,2017-03-31 18:33:00,PA,3
ord_003638,cust_04924,delivered,2018-06-28 09:17:00,2018-07-19 09:17:00,2018-07-12 09:17:00,SP,3
ord_003639,cust_01921,delivered,2017-07-11 14:03:00,2017-07-20 14:03:00,2017-07-20 14:03:00,SP,5
ord_003640,cust_01226,delivered,2017-02-24 10:46:00,2017-03-11 10:46:00,2017-03-08 10:46:00,PR,3
ord_003641,cust_02226,delivered,2017-01-16 15:15:00,2017-02-08 15:15:00,2017-02-07 15:15:00,SP,5
ord_003642,cust_05254,delivered,2017-02-22 16:23:00,2017-03-02 16:23:00,2017-02-27 16:23:00,ES,5
ord_003643,cust_00387,delivered,2018-02-06 23:37:00,2018-02-10 23:37:00,2018-02-11 23:37:00,GO,5
ord_003644,cust_05511,delivered,2017-08-15 20:03:00,2017-08-18 20:03:00,2017-08-20 20:03:00,BA,4
ord_003645,cust_00170,delivered,2018-01-05 15:44:00,2018-01-20 15:44:00,2018-01-17 15:44:00,ES,2
ord_003646,cust_03781,delivered,2018-08-04 19:02:00,2018-08-07 19:02:00,2018-08-10 19:02:00,SP,5
ord_003647,cust_00149,delivered,2017-01-28 09:27:00,2017-02-07 09:27:00,2017-02-11 09:27:00,RS,5
ord_003648,cust_05519,delivered,2018-05-12 13:40:00,2018-05-26 13:40:00,2018-05-28 13:40:00,SP,5
ord_003649,cust_00107,unavailable,2018-01-31 10:12:00,,2018-02-24 10:12:00,SP,
ord_003650,cust_04525,delivered,2018-06-29 03:42:00,2018-07-11 03:42:00,2018-07-16 03:42:00,RJ,4
ord_003651,cust_05730,delivered,2018-07-12 08:30:00,2018-07-26 08:30:00,2018-07-31 08:30:00,BA,5
ord_003652,cust_03719,delivered,2017-10-08 15:46:00,2017-10-21 15:46:00,2017-10-18 15:46:00,RS,1
ord_003653,cust_00763,delivered,2018-02-21 21:26:00,2018-03-11 21:26:00,2018-03-10 21:26:00,SP,4
ord_003654,cust_01924,delivered,2018-02-13 10:59:00,2018-02-20 10:59:00,2018-02-20 10:59:00,BA,5
ord_003655,cust_02257,delivered,2017-05-16 10:51:00,2017-05-24 10:51:00,2017-05-27 10:51:00,SP,5
ord_003656,cust_00882,delivered,2018-02-06 08:24:00,2018-02-14 08:24:00,2018-02-16 08:24:00,MG,4
ord_003657,cust_01692,delivered,2018-01-05 07:12:00,2018-01-21 07:12:00,2018-01-21 07:12:00,SP,5
ord_003658,cust_03889,unavailable,2017-11-11 13:53:00,,2017-11-26 13:53:00,SP,
ord_003659,cust_05725,delivered,2018-02-22 14:56:00,2018-03-10 14:56:00,2018-03-10 14:56:00,AL,3
ord_003660,cust_05198,canceled,2017-11-18 16:43:00,,2017-12-12 16:43:00,SC,
ord_003661,cust_04707,delivered,2017-04-17 17:22:00,2017-05-01 17:22:00,2017-04-27 17:22:00,RS,2
ord_003662,cust_01223,delivered,2017-03-30 13:38:00,2017-04-16 13:38:00,2017-04-20 13:38:00,SP,5
ord_003663,cust_03538,delivered,2018-07-15 10:04:00,2018-07-21 10:04:00,2018-07-25 10:04:00,SP,4
ord_003664,cust_00960,delivered,2017-11-30 10:15:00,2017-12-20 10:15:00,2017-12-12 10:15:00,SP,5
ord_003665,cust_00894,delivered,2017-11-02 23:22:00,2017-11-21 23:22:00,2017-11-19 23:22:00,RJ,1
ord_003666,cust_02188,delivered,2018-05-19 13:00:00,2018-06-03 13:00:00,2018-05-30 13:00:00,SP,2
ord_003667,cust_02552,delivered,2017-04-12 11:54:00,2017-05-02 11:54:00,2017-04-29 11:54:00,RS,3
ord_003668,cust_05951,delivered,2018-06-14 06:16:00,2018-06-17 06:16:00,2018-06-21 06:16:00,SP,5
ord_003669,cust_05342,delivered,2017-02-02 13:01:00,2017-02-11 13:01:00,2017-02-10 13:01:00,CE,3
ord_003670,cust_00021,delivered,2017-05-08 16:39:00,2017-05-16 16:39:00,2017-05-13 16:39:00,SP,2
ord_003671,cust_01136,unavailable,2018-04-13 09:13:00,,2018-05-06 09:13:00,DF,
ord_003672,cust_05316,delivered,2017-02-15 11:03:00,2017-03-02 11:03:00,2017-03-04 11:03:00,RJ,4
ord_003673,cust_01687,delivered,2017-12-19 19:36:00,2017-12-25 19:36:00,2017-12-26 19:36:00,SP,4
ord_003674,cust_00507,delivered,2018-07-30 15:29:00,2018-08-14 15:29:00,2018-08-19 15:29:00,SC,4
ord_003675,cust_00746,delivered,2017-04-02 16:27:00,2017-04-20 16:27:00,2017-04-25 16:27:00,DF,4
ord_003676,cust_03788,delivered,2017-07-12 14:38:00,2017-07-27 14:38:00,2017-07-27 14:38:00,RS,4
ord_003677,cust_03647,delivered,2018-02-12 12:06:00,2018-02-25 12:06:00,2018-02-18 12:06:00,RJ,2
ord_003678,cust_04017,delivered,2017-12-22 17:03:00,2017-12-29 17:03:00,2018-01-02 17:03:00,RJ,5
ord_003679,cust_04038,canceled,2017-08-04 15:43:00,,2017-08-23 15:43:00,RJ,
ord_003680,cust_05536,delivered,2017-12-06 17:29:00,2017-12-13 17:29:00,2017-12-11 17:29:00,BA,1
ord_003681,cust_01234,delivered,2017-10-21 10:39:00,2017-11-08 10:39:00,2017-11-02 10:39:00,RJ,1
ord_003682,cust_01603,canceled,2017-10-21 18:26:00,,2017-11-13 18:26:00,PR,
ord_003683,cust_02628,canceled,2017-04-18 00:02:00,,2017-05-04 00:02:00,RJ,
ord_003684,cust_01465,delivered,2018-03-04 15:14:00,2018-03-19 15:14:00,2018-03-19 15:14:00,SP,4
ord_003685,cust_03889,delivered,2017-02-07 10:07:00,2017-02-18 10:07:00,2017-02-15 10:07:00,SP,3
ord_003686,cust_04960,delivered,2017-07-02 12:19:00,2017-07-11 12:19:00,2017-07-07 12:19:00,SP,1
ord_003687,cust_01574,delivered,2018-07-31 16:05:00,2018-08-03 16:05:00,2018-08-05 16:05:00,SC,4
ord_003688,cust_02791,delivered,2018-04-10 22:35:00,2018-04-16 22:35:00,2018-04-15 22:35:00,SP,2
ord_003689,cust_02328,delivered,2018-08-21 10:39:00,2018-09-11 10:39:00,2018-09-10 10:39:00,SP,3
ord_003690,cust_04593,delivered,2018-08-06 23:36:00,2018-08-11 23:36:00,2018-08-11 23:36:00,RJ,5
ord_003691,cust_05141,processing,2018-07-30 22:58:00,,2018-08-12 22:58:00,MG,
ord_003692,cust_00071,delivered,2017-10-24 08:21:00,2017-11-05 08:21:00,2017-11-05 08:21:00,SP,4
ord_003693,cust_01660,delivered,2018-04-30 03:32:00,2018-05-17 03:32:00,2018-05-16 03:32:00,SP,3
ord_003694,cust_04418,delivered,2017-10-03 10:05:00,2017-10-08 10:05:00,2017-10-13 10:05:00,GO,5
ord_003695,cust_02073,delivered,2017-07-31 18:59:00,2017-08-12 18:59:00,2017-08-05 18:59:00,ES,4
ord_003696,cust_01678,delivered,2017-05-28 13:36:00,2017-06-13 13:36:00,2017-06-08 13:36:00,PR,2
ord_003697,cust_02717,delivered,2017-11-03 10:57:00,2017-11-15 10:57:00,2017-11-11 10:57:00,PE,5
ord_003698,cust_04490,delivered,2018-03-11 09:48:00,2018-04-06 09:48:00,2018-04-03 09:48:00,RJ,4
ord_003699,cust_05966,delivered,2018-08-22 08:07:00,2018-08-25 08:07:00,2018-08-29 08:07:00,GO,5
ord_003700,cust_05767,delivered,2017-09-30 13:17:00,2017-10-17 13:17:00,2017-10-11 13:17:00,SP,2
ord_003701,cust_03374,delivered,2017-05-19 11:17:00,2017-05-30 11:17:00,2017-05-24 11:17:00,SP,1
ord_003702,cust_00685,delivered,2017-10-11 09:43:00,2017-10-26 09:43:00,2017-10-20 09:43:00,RJ,3
ord_003703,cust_01449,delivered,2017-04-11 14:35:00,2017-04-25 14:35:00,2017-04-18 14:35:00,SP,4
ord_003704,cust_02932,delivered,2017-04-14 19:43:00,2017-04-22 19:43:00,2017-04-20 19:43:00,PE,3
ord_003705,cust_01669,delivered,2018-05-01 00:24:00,2018-05-14 00:24:00,2018-05-16 00:24:00,SP,4
ord_003706,cust_00707,delivered,2017-02-06 16:20:00,2017-02-09 16:20:00,2017-02-14 16:20:00,MG,4
ord_003707,cust_03645,delivered,2017-03-10 09:57:00,2017-03-25 09:57:00,2017-03-25 09:57:00,BA,5
ord_003708,cust_02466,delivered,2018-02-27 15:12:00,2018-03-12 15:12:00,2018-03-14 15:12:00,SP,5
ord_003709,cust_02549,delivered,2017-05-01 10:22:00,2017-05-16 10:22:00,2017-05-18 10:22:00,PR,4
ord_003710,cust_00683,delivered,2017-11-05 11:11:00,2017-11-22 11:11:00,2017-11-24 11:11:00,BA,5
ord_003711,cust_05871,delivered,2018-08-05 10:16:00,2018-08-18 10:16:00,2018-08-16 10:16:00,RS,2
ord_003712,cust_05480,delivered,2017-01-01 22:24:00,2017-01-13 22:24:00,2017-01-14 22:24:00,RS,4
ord_003713,cust_00335,delivered,2017-09-25 22:32:00,2017-10-02 22:32:00,2017-09-30 22:32:00,SP,2
ord_003714,cust_00135,unavailable,2017-05-09 12:38:00,,2017-06-01 12:38:00,PR,
ord_003715,cust_03174,delivered,2018-06-06 15:49:00,2018-06-14 15:49:00,2018-06-12 15:49:00,MG,3
ord_003716,cust_05810,delivered,2017-04-02 16:13:00,2017-04-19 16:13:00,2017-04-12 16:13:00,SP,4
ord_003717,cust_00009,delivered,2018-03-04 16:30:00,2018-03-23 16:30:00,2018-03-27 16:30:00,SP,4
ord_003718,cust_03765,delivered,2017-05-07 22:47:00,2017-05-17 22:47:00,2017-05-18 22:47:00,RJ,5
ord_003719,cust_01506,canceled,2018-05-29 13:20:00,,2018-06-10 13:20:00,ES,
ord_003720,cust_01556,canceled,2017-12-12 21:28:00,,2018-01-01 21:28:00,SP,
ord_003721,cust_06028,delivered,2018-05-10 17:52:00,2018-05-22 17:52:00,2018-05-26 17:52:00,BA,5
ord_003722,cust_01138,delivered,2018-06-25 15:23:00,2018-07-08 15:23:00,2018-07-02 15:23:00,PA,3
ord_003723,cust_01205,unavailable,2017-07-29 10:47:00,,2017-08-19 10:47:00,SP,
ord_003724,cust_05079,delivered,2018-04-26 21:15:00,2018-05-13 21:15:00,2018-05-09 21:15:00,RS,5
ord_003725,cust_01281,delivered,2017-01-08 15:45:00,2017-01-23 15:45:00,2017-01-16 15:45:00,SP,2
ord_003726,cust_02131,delivered,2018-01-21 11:17:00,2018-02-11 11:17:00,2018-02-14 11:17:00,DF,5
ord_003727,cust_04813,delivered,2018-03-26 09:11:00,2018-04-02 09:11:00,2018-04-06 09:11:00,MG,5
ord_003728,cust_04792,canceled,2017-10-24 20:37:00,,2017-11-05 20:37:00,SP,
ord_003729,cust_01597,processing,2017-12-12 23:29:00,,2018-01-01 23:29:00,SP,
ord_003730,cust_03612,delivered,2018-08-28 09:35:00,2018-09-07 09:35:00,2018-09-10 09:35:00,SP,5
ord_003731,cust_03353,delivered,2018-01-22 14:43:00,2018-02-04 14:43:00,2018-02-05 14:43:00,SP,4
ord_003732,cust_01087,delivered,2017-04-17 10:00:00,2017-05-02 10:00:00,2017-04-30 10:00:00,SP,5
ord_003733,cust_01435,canceled,2017-12-09 15:07:00,,2017-12-25 15:07:00,RJ,
ord_003734,cust_04235,delivered,2017-05-02 12:50:00,2017-05-12 12:50:00,2017-05-11 12:50:00,SP,5
ord_003735,cust_00482,delivered,2017-04-14 21:33:00,2017-04-21 21:33:00,2017-04-19 21:33:00,CE,1
ord_003736,cust_02336,delivered,2017-05-15 09:47:00,2017-05-31 09:47:00,2017-05-26 09:47:00,RJ,4
ord_003737,cust_05679,delivered,2018-03-16 10:05:00,2018-03-31 10:05:00,2018-03-30 10:05:00,SP,5
ord_003738,cust_04544,delivered,2018-04-25 14:43:00,2018-05-02 14:43:00,2018-04-30 14:43:00,MG,2
ord_003739,cust_05484,delivered,2017-02-16 11:05:00,2017-03-06 11:05:00,2017-02-28 11:05:00,CE,2
ord_003740,cust_04236,delivered,2017-04-07 10:45:00,2017-04-24 10:45:00,2017-04-21 10:45:00,SP,2
ord_003741,cust_02244,delivered,2017-11-13 12:29:00,2017-11-25 12:29:00,2017-11-28 12:29:00,BA,3
ord_003742,cust_03699,delivered,2017-08-20 10:23:00,2017-09-01 10:23:00,2017-08-28 10:23:00,RJ,4
ord_003743,cust_03196,delivered,2017-01-05 12:59:00,2017-01-19 12:59:00,2017-01-18 12:59:00,SP,5
ord_003744,cust_05250,delivered,2018-06-19 13:33:00,2018-06-26 13:33:00,2018-06-24 13:33:00,PI,1
ord_003745,cust_03030,delivered,2017-11-13 13:29:00,2017-11-25 13:29:00,2017-11-18 13:29:00,RJ,5
ord_003746,cust_00609,delivered,2017-10-07 14:58:00,2017-10-10 14:58:00,2017-10-12 14:58:00,RJ,2
ord_003747,cust_03197,delivered,2018-06-24 21:15:00,2018-07-10 21:15:00,2018-07-04 21:15:00,RJ,2
ord_003748,cust_02049,delivered,2017-02-22 18:19:00,2017-02-26 18:19:00,2017-02-27 18:19:00,SC,4
ord_003749,cust_02838,delivered,2017-10-12 08:27:00,2017-10-31 08:27:00,2017-10-29 08:27:00,RJ,1
ord_003750,cust_00319,delivered,2017-01-19 08:44:00,2017-01-29 08:44:00,2017-01-24 08:44:00,MS,3
ord_003751,cust_04830,delivered,2018-02-24 09:46:00,2018-03-06 09:46:00,2018-03-04 09:46:00,DF,5
ord_003752,cust_01946,delivered,2018-06-10 15:34:00,2018-06-18 15:34:00,2018-06-22 15:34:00,SP,4
ord_003753,cust_00082,delivered,2017-07-29 11:09:00,2017-08-08 11:09:00,2017-08-03 11:09:00,GO,5
ord_003754,cust_04457,unavailable,2017-08-11 00:00:00,,2017-09-05 00:00:00,MG,
ord_003755,cust_03544,delivered,2017-01-01 09:22:00,2017-01-20 09:22:00,2017-01-15 09:22:00,SP,1
ord_003756,cust_03202,canceled,2017-03-11 17:48:00,,2017-03-27 17:48:00,SP,
ord_003757,cust_03396,delivered,2017-07-18 12:28:00,2017-07-21 12:28:00,2017-07-25 12:28:00,SP,5
ord_003758,cust_05579,delivered,2017-11-03 21:50:00,2017-11-21 21:50:00,2017-11-25 21:50:00,MG,5
ord_003759,cust_00720,delivered,2017-09-29 08:08:00,2017-10-12 08:08:00,2017-10-05 08:08:00,PR,5
ord_003760,cust_02767,delivered,2017-02-11 11:10:00,2017-02-16 11:10:00,2017-02-16 11:10:00,MT,5
ord_003761,cust_05400,delivered,2018-01-30 13:37:00,2018-02-05 13:37:00,2018-02-09 13:37:00,GO,5
